Data_Referencia,Valor,LLOC_NAIX_PAIS,EDAT_Q,SEXE
2023-01-01,41,207,12,1
2023-01-01,52,207,12,2
2023-01-01,22,207,13,1
2023-01-01,17,207,13,2
2023-01-01,11,207,14,1
2023-01-01,12,207,14,2
2023-01-01,28,207,15,1
2023-01-01,9,207,15,2
2023-01-01,16,207,16,1
2023-01-01,8,207,16,2
2023-01-01,19,207,17,1
2023-01-01,7,207,17,2
2023-01-01,6,207,18,1
2023-01-01,..,207,18,2
2023-01-01,..,207,19,1
2023-01-01,..,207,19,2
2023-01-01,133,225,0,1
2023-01-01,116,225,0,2
2023-01-01,220,225,1,1
2023-01-01,234,225,1,2
2023-01-01,216,225,2,1
2023-01-01,221,225,2,2
2023-01-01,214,225,3,1
2023-01-01,203,225,3,2
2023-01-01,274,225,4,1
2023-01-01,191,225,4,2
2023-01-01,535,225,5,1
2023-01-01,310,225,5,2
2023-01-01,657,225,6,1
2023-01-01,392,225,6,2
2023-01-01,710,225,7,1
2023-01-01,345,225,7,2
2023-01-01,506,225,8,1
2023-01-01,305,225,8,2
2023-01-01,390,225,9,1
2023-01-01,233,225,9,2
2023-01-01,322,225,10,1
2023-01-01,195,225,10,2
2023-01-01,281,225,11,1
2023-01-01,156,225,11,2
2023-01-01,265,225,12,1
2023-01-01,133,225,12,2
2023-01-01,198,225,13,1
2023-01-01,91,225,13,2
2023-01-01,114,225,14,1
2023-01-01,46,225,14,2
2023-01-01,58,225,15,1
2023-01-01,16,225,15,2
2023-01-01,27,225,16,1
2023-01-01,7,225,16,2
2023-01-01,7,225,17,1
2023-01-01,..,225,17,2
2023-01-01,..,120,0,2
2023-01-01,..,120,1,1
2023-01-01,..,120,1,2
2023-01-01,..,120,2,1
2023-01-01,..,120,2,2
2023-01-01,..,120,3,1
2023-01-01,..,120,3,2
2023-01-01,13,120,4,1
2023-01-01,..,120,4,2
2023-01-01,35,120,5,1
2023-01-01,14,120,5,2
2023-01-01,45,120,6,1
2023-01-01,28,120,6,2
2023-01-01,53,120,7,1
2023-01-01,25,120,7,2
2023-01-01,25,120,8,1
2023-01-01,7,120,8,2
2023-01-01,13,120,9,1
2023-01-01,5,120,9,2
2023-01-01,8,120,10,1
2023-01-01,..,120,10,2
2023-01-01,..,120,11,1
2023-01-01,..,120,11,2
2023-01-01,..,120,12,1
2023-01-01,..,120,12,2
2023-01-01,..,120,13,1
2023-01-01,..,120,14,1
2023-01-01,..,120,15,1
2023-01-01,..,120,16,2
2023-01-01,..,143,0,1
2023-01-01,..,143,0,2
2023-01-01,10,143,1,1
2023-01-01,15,143,1,2
2023-01-01,9,143,2,1
2023-01-01,10,143,2,2
2023-01-01,11,143,3,1
2023-01-01,17,143,3,2
2023-01-01,28,143,4,1
2023-01-01,28,143,4,2
2023-01-01,53,143,5,1
2023-01-01,49,143,5,2
2023-01-01,77,143,6,1
2023-01-01,47,143,6,2
2023-01-01,82,143,7,1
2023-01-01,57,143,7,2
2023-01-01,58,143,8,1
2023-01-01,46,143,8,2
2023-01-01,37,143,9,1
2023-01-01,34,143,9,2
2023-01-01,31,143,10,1
2023-01-01,20,143,10,2
2023-01-01,24,143,11,1
2023-01-01,23,143,11,2
2023-01-01,26,143,12,1
2023-01-01,16,143,12,2
2023-01-01,19,143,13,1
2023-01-01,11,143,13,2
2023-01-01,..,143,14,1
2023-01-01,5,143,14,2
2023-01-01,..,143,15,1
2023-01-01,..,143,15,2
2023-01-01,5,21,0,1
2023-01-01,6,21,0,2
2023-01-01,11,21,1,1
2023-01-01,9,21,1,2
2023-01-01,9,21,2,1
2023-01-01,5,21,2,2
2023-01-01,8,21,3,1
2023-01-01,11,21,3,2
2023-01-01,34,21,4,1
2023-01-01,20,21,4,2
2023-01-01,70,21,5,1
2023-01-01,38,21,5,2
2023-01-01,100,21,6,1
2023-01-01,51,21,6,2
2023-01-01,73,21,7,1
2023-01-01,47,21,7,2
2023-01-01,63,21,8,1
2023-01-01,34,21,8,2
2023-01-01,40,21,9,1
2023-01-01,22,21,9,2
2023-01-01,24,21,10,1
2023-01-01,11,21,10,2
2023-01-01,12,21,11,1
2023-01-01,7,21,11,2
2023-01-01,13,21,12,1
2023-01-01,9,21,12,2
2023-01-01,13,21,13,1
2023-01-01,6,21,13,2
2023-01-01,6,21,14,1
2023-01-01,5,21,14,2
2023-01-01,5,21,15,1
2023-01-01,..,21,15,2
2023-01-01,..,21,16,1
2023-01-01,..,21,17,1
2023-01-01,..,21,17,2
2023-01-01,35,70,0,1
2023-01-01,40,70,0,2
2023-01-01,70,70,1,1
2023-01-01,89,70,1,2
2023-01-01,83,70,2,1
2023-01-01,102,70,2,2
2023-01-01,66,70,3,1
2023-01-01,90,70,3,2
2023-01-01,103,70,4,1
2023-01-01,128,70,4,2
2023-01-01,176,70,5,1
2023-01-01,194,70,5,2
2023-01-01,254,70,6,1
2023-01-01,269,70,6,2
2023-01-01,291,70,7,1
2023-01-01,280,70,7,2
2023-01-01,292,70,8,1
2023-01-01,261,70,8,2
2023-01-01,243,70,9,1
2023-01-01,213,70,9,2
2023-01-01,195,70,10,1
2023-01-01,121,70,10,2
2023-01-01,146,70,11,1
2023-01-01,97,70,11,2
2023-01-01,141,70,12,1
2023-01-01,81,70,12,2
2023-01-01,73,70,13,1
2023-01-01,53,70,13,2
2023-01-01,31,70,14,1
2023-01-01,16,70,14,2
2023-01-01,8,70,15,1
2023-01-01,..,70,15,2
2023-01-01,..,70,16,1
2023-01-01,..,70,16,2
2023-01-01,..,70,17,2
2023-01-01,..,70,18,1
2023-01-01,..,60,0,1
2023-01-01,..,60,0,2
2023-01-01,5,60,1,1
2023-01-01,..,60,1,2
2023-01-01,..,60,2,1
2023-01-01,..,60,2,2
2023-01-01,..,60,3,1
2023-01-01,..,60,3,2
2023-01-01,9,60,4,1
2023-01-01,..,60,4,2
2023-01-01,17,60,5,1
2023-01-01,..,60,5,2
2023-01-01,28,60,6,1
2023-01-01,15,60,6,2
2023-01-01,20,60,7,1
2023-01-01,10,60,7,2
2023-01-01,20,60,8,1
2023-01-01,8,60,8,2
2023-01-01,..,60,9,1
2023-01-01,..,60,9,2
2023-01-01,..,60,10,1
2023-01-01,..,60,10,2
2023-01-01,..,60,11,1
2023-01-01,..,60,12,1
2023-01-01,..,60,12,2
2023-01-01,..,60,13,1
2023-01-01,..,60,18,1
2023-01-01,..,125,0,1
2023-01-01,..,125,0,2
2023-01-01,6,125,1,1
2023-01-01,..,125,1,2
2023-01-01,5,125,2,1
2023-01-01,8,125,2,2
2023-01-01,6,125,3,1
2023-01-01,6,125,3,2
2023-01-01,12,125,4,1
2023-01-01,8,125,4,2
2023-01-01,74,125,5,1
2023-01-01,26,125,5,2
2023-01-01,103,125,6,1
2023-01-01,37,125,6,2
2023-01-01,57,125,7,1
2023-01-01,34,125,7,2
2023-01-01,34,125,8,1
2023-01-01,19,125,8,2
2023-01-01,13,125,9,1
2023-01-01,13,125,9,2
2023-01-01,5,125,10,1
2023-01-01,12,125,10,2
2023-01-01,..,125,11,1
2023-01-01,7,125,11,2
2023-01-01,..,125,12,1
2023-01-01,6,125,12,2
2023-01-01,..,125,13,1
2023-01-01,..,125,13,2
2023-01-01,..,125,14,1
2023-01-01,..,125,14,2
2023-01-01,5,224,0,1
2023-01-01,..,224,0,2
2023-01-01,..,224,1,1
2023-01-01,11,224,1,2
2023-01-01,..,224,2,1
2023-01-01,5,224,2,2
2023-01-01,..,224,3,1
2023-01-01,..,224,3,2
2023-01-01,8,224,4,1
2023-01-01,7,224,4,2
2023-01-01,43,224,5,1
2023-01-01,22,224,5,2
2023-01-01,53,224,6,1
2023-01-01,39,224,6,2
2023-01-01,52,224,7,1
2023-01-01,37,224,7,2
2023-01-01,52,224,8,1
2023-01-01,24,224,8,2
2023-01-01,29,224,9,1
2023-01-01,19,224,9,2
2023-01-01,12,224,10,1
2023-01-01,9,224,10,2
2023-01-01,8,224,11,1
2023-01-01,..,224,11,2
2023-01-01,..,224,12,1
2023-01-01,..,224,12,2
2023-01-01,..,224,13,1
2023-01-01,..,224,13,2
2023-01-01,..,224,14,1
2023-01-01,..,224,14,2
2023-01-01,..,224,15,1
2023-01-01,..,224,15,2
2023-01-01,..,224,16,1
2023-01-01,..,224,16,2
2023-01-01,..,224,17,1
2023-01-01,..,224,19,1
2023-01-01,..,56,0,1
2023-01-01,..,56,1,1
2023-01-01,..,56,1,2
2023-01-01,..,56,2,1
2023-01-01,..,56,2,2
2023-01-01,..,56,3,1
2023-01-01,..,56,3,2
2023-01-01,10,56,4,1
2023-01-01,..,56,4,2
2023-01-01,48,56,5,1
2023-01-01,21,56,5,2
2023-01-01,57,56,6,1
2023-01-01,42,56,6,2
2023-01-01,63,56,7,1
2023-01-01,22,56,7,2
2023-01-01,42,56,8,1
2023-01-01,21,56,8,2
2023-01-01,29,56,9,1
2023-01-01,10,56,9,2
2023-01-01,5,56,10,1
2023-01-01,8,56,10,2
2023-01-01,6,56,11,1
2023-01-01,..,56,11,2
2023-01-01,..,56,12,1
2023-01-01,..,56,12,2
2023-01-01,..,56,13,1
2023-01-01,..,56,14,1
2023-01-01,..,56,15,1
2023-01-01,..,56,15,2
2023-01-01,..,56,16,1
2023-01-01,..,28,0,1
2023-01-01,..,28,1,2
2023-01-01,..,28,2,1
2023-01-01,..,28,2,2
2023-01-01,..,28,3,1
2023-01-01,6,28,4,1
2023-01-01,..,28,4,2
2023-01-01,5,28,5,1
2023-01-01,9,28,5,2
2023-01-01,18,28,6,1
2023-01-01,15,28,6,2
2023-01-01,20,28,7,1
2023-01-01,14,28,7,2
2023-01-01,18,28,8,1
2023-01-01,14,28,8,2
2023-01-01,7,28,9,1
2023-01-01,11,28,9,2
2023-01-01,7,28,10,1
2023-01-01,8,28,10,2
2023-01-01,..,28,11,1
2023-01-01,5,28,11,2
2023-01-01,..,28,12,1
2023-01-01,..,28,12,2
2023-01-01,..,28,13,1
2023-01-01,..,28,13,2
2023-01-01,..,28,14,1
2023-01-01,5,28,14,2
2023-01-01,..,28,15,1
2023-01-01,..,28,15,2
2023-01-01,..,46,0,2
2023-01-01,..,46,1,1
2023-01-01,..,46,1,2
2023-01-01,..,46,2,1
2023-01-01,5,46,3,1
2023-01-01,..,46,3,2
2023-01-01,8,46,4,1
2023-01-01,..,46,4,2
2023-01-01,48,46,5,1
2023-01-01,16,46,5,2
2023-01-01,54,46,6,1
2023-01-01,41,46,6,2
2023-01-01,33,46,7,1
2023-01-01,25,46,7,2
2023-01-01,21,46,8,1
2023-01-01,16,46,8,2
2023-01-01,21,46,9,1
2023-01-01,17,46,9,2
2023-01-01,6,46,10,1
2023-01-01,14,46,10,2
2023-01-01,5,46,11,1
2023-01-01,12,46,11,2
2023-01-01,5,46,12,1
2023-01-01,6,46,12,2
2023-01-01,..,46,13,1
2023-01-01,..,46,13,2
2023-01-01,5,46,14,1
2023-01-01,..,46,14,2
2023-01-01,..,46,15,1
2023-01-01,..,46,15,2
2023-01-01,..,46,16,2
2023-01-01,..,46,17,1
2023-01-01,..,46,18,1
2023-01-01,..,57,0,1
2023-01-01,..,57,0,2
2023-01-01,..,57,1,1
2023-01-01,..,57,1,2
2023-01-01,..,57,2,2
2023-01-01,..,57,3,2
2023-01-01,..,57,4,1
2023-01-01,6,57,4,2
2023-01-01,19,57,5,1
2023-01-01,15,57,5,2
2023-01-01,26,57,6,1
2023-01-01,21,57,6,2
2023-01-01,25,57,7,1
2023-01-01,22,57,7,2
2023-01-01,12,57,8,1
2023-01-01,12,57,8,2
2023-01-01,7,57,9,1
2023-01-01,7,57,9,2
2023-01-01,..,57,10,1
2023-01-01,6,57,10,2
2023-01-01,..,57,11,1
2023-01-01,..,57,11,2
2023-01-01,..,57,12,2
2023-01-01,..,57,13,1
2023-01-01,..,57,14,1
2023-01-01,..,57,14,2
2023-01-01,..,57,16,1
2023-01-01,..,57,17,1
2023-01-01,..,57,18,2
2023-01-01,5,12,0,1
2023-01-01,6,12,0,2
2023-01-01,11,12,1,1
2023-01-01,10,12,1,2
2023-01-01,23,12,2,1
2023-01-01,21,12,2,2
2023-01-01,35,12,3,1
2023-01-01,44,12,3,2
2023-01-01,55,12,4,1
2023-01-01,70,12,4,2
2023-01-01,75,12,5,1
2023-01-01,88,12,5,2
2023-01-01,135,12,6,1
2023-01-01,125,12,6,2
2023-01-01,158,12,7,1
2023-01-01,122,12,7,2
2023-01-01,132,12,8,1
2023-01-01,152,12,8,2
2023-01-01,116,12,9,1
2023-01-01,125,12,9,2
2023-01-01,86,12,10,1
2023-01-01,77,12,10,2
2023-01-01,60,12,11,1
2023-01-01,55,12,11,2
2023-01-01,79,12,12,1
2023-01-01,56,12,12,2
2023-01-01,65,12,13,1
2023-01-01,46,12,13,2
2023-01-01,29,12,14,1
2023-01-01,21,12,14,2
2023-01-01,9,12,15,1
2023-01-01,9,12,15,2
2023-01-01,..,12,16,1
2023-01-01,..,12,16,2
2023-01-01,..,12,17,1
2023-01-01,51,181,0,1
2023-01-01,87,181,0,2
2023-01-01,166,181,1,1
2023-01-01,176,181,1,2
2023-01-01,236,181,2,1
2023-01-01,242,181,2,2
2023-01-01,255,181,3,1
2023-01-01,316,181,3,2
2023-01-01,510,181,4,1
2023-01-01,431,181,4,2
2023-01-01,687,181,5,1
2023-01-01,384,181,5,2
2023-01-01,1085,181,6,1
2023-01-01,531,181,6,2
2023-01-01,1074,181,7,1
2023-01-01,597,181,7,2
2023-01-01,744,181,8,1
2023-01-01,368,181,8,2
2023-01-01,513,181,9,1
2023-01-01,251,181,9,2
2023-01-01,384,181,10,1
2023-01-01,277,181,10,2
2023-01-01,287,181,11,1
2023-01-01,165,181,11,2
2023-01-01,280,181,12,1
2023-01-01,124,181,12,2
2023-01-01,211,181,13,1
2023-01-01,81,181,13,2
2023-01-01,132,181,14,1
2023-01-01,37,181,14,2
2023-01-01,66,181,15,1
2023-01-01,21,181,15,2
2023-01-01,35,181,16,1
2023-01-01,13,181,16,2
2023-01-01,15,181,17,1
2023-01-01,..,181,17,2
2023-01-01,5,181,18,1
2023-01-01,..,181,18,2
2023-01-01,..,181,19,1
2023-01-01,..,128,1,1
2023-01-01,..,128,2,1
2023-01-01,..,128,3,1
2023-01-01,..,128,3,2
2023-01-01,..,128,4,1
2023-01-01,5,128,4,2
2023-01-01,14,128,5,1
2023-01-01,7,128,5,2
2023-01-01,14,128,6,1
2023-01-01,12,128,6,2
2023-01-01,12,128,7,1
2023-01-01,10,128,7,2
2023-01-01,5,128,8,1
2023-01-01,11,128,8,2
2023-01-01,..,128,9,1
2023-01-01,7,128,9,2
2023-01-01,5,128,10,1
2023-01-01,5,128,10,2
2023-01-01,..,128,12,1
2023-01-01,..,128,12,2
2023-01-01,..,128,13,1
2023-01-01,..,128,15,2
2023-01-01,..,196,0,1
2023-01-01,..,196,0,2
2023-01-01,9,196,1,1
2023-01-01,12,196,1,2
2023-01-01,5,196,2,1
2023-01-01,..,196,2,2
2023-01-01,..,196,3,1
2023-01-01,5,196,3,2
2023-01-01,39,196,4,1
2023-01-01,24,196,4,2
2023-01-01,57,196,5,1
2023-01-01,39,196,5,2
2023-01-01,70,196,6,1
2023-01-01,43,196,6,2
2023-01-01,65,196,7,1
2023-01-01,63,196,7,2
2023-01-01,40,196,8,1
2023-01-01,50,196,8,2
2023-01-01,46,196,9,1
2023-01-01,35,196,9,2
2023-01-01,29,196,10,1
2023-01-01,22,196,10,2
2023-01-01,24,196,11,1
2023-01-01,23,196,11,2
2023-01-01,..,196,12,1
2023-01-01,9,196,12,2
2023-01-01,14,196,13,1
2023-01-01,8,196,13,2
2023-01-01,..,196,14,1
2023-01-01,..,196,14,2
2023-01-01,..,196,15,1
2023-01-01,..,196,15,2
2023-01-01,..,196,16,1
2023-01-01,..,196,16,2
2023-01-01,..,196,17,1
2023-01-01,..,146,1,2
2023-01-01,..,146,2,1
2023-01-01,..,146,4,1
2023-01-01,..,146,4,2
2023-01-01,9,146,5,1
2023-01-01,..,146,5,2
2023-01-01,8,146,6,1
2023-01-01,6,146,6,2
2023-01-01,..,146,7,1
2023-01-01,..,146,8,1
2023-01-01,..,146,8,2
2023-01-01,5,146,9,2
2023-01-01,..,146,10,1
2023-01-01,..,146,11,1
2023-01-01,..,146,12,2
2023-01-01,..,146,13,1
2023-01-01,..,146,13,2
2023-01-01,..,146,14,2
2023-01-01,..,146,19,1
2023-01-01,..,33,1,1
2023-01-01,..,33,1,2
2023-01-01,..,33,3,2
2023-01-01,..,33,4,1
2023-01-01,9,33,4,2
2023-01-01,..,33,5,1
2023-01-01,12,33,5,2
2023-01-01,..,33,6,1
2023-01-01,..,33,6,2
2023-01-01,..,33,7,1
2023-01-01,..,33,7,2
2023-01-01,6,33,8,2
2023-01-01,..,33,9,1
2023-01-01,..,33,9,2
2023-01-01,..,33,10,1
2023-01-01,..,33,10,2
2023-01-01,..,33,11,2
2023-01-01,..,7,0,1
2023-01-01,..,7,0,2
2023-01-01,..,7,1,1
2023-01-01,..,7,1,2
2023-01-01,..,7,3,1
2023-01-01,..,7,3,2
2023-01-01,10,7,4,1
2023-01-01,..,7,4,2
2023-01-01,11,7,5,1
2023-01-01,6,7,5,2
2023-01-01,12,7,6,1
2023-01-01,7,7,6,2
2023-01-01,5,7,7,1
2023-01-01,5,7,7,2
2023-01-01,8,7,8,1
2023-01-01,7,7,8,2
2023-01-01,5,7,9,1
2023-01-01,13,7,9,2
2023-01-01,10,7,10,1
2023-01-01,8,7,10,2
2023-01-01,5,7,11,1
2023-01-01,8,7,11,2
2023-01-01,..,7,12,1
2023-01-01,..,7,12,2
2023-01-01,..,7,13,1
2023-01-01,..,7,13,2
2023-01-01,8,5,0,1
2023-01-01,12,5,0,2
2023-01-01,28,5,1,1
2023-01-01,32,5,1,2
2023-01-01,34,5,2,1
2023-01-01,40,5,2,2
2023-01-01,39,5,3,1
2023-01-01,49,5,3,2
2023-01-01,54,5,4,1
2023-01-01,97,5,4,2
2023-01-01,80,5,5,1
2023-01-01,182,5,5,2
2023-01-01,95,5,6,1
2023-01-01,212,5,6,2
2023-01-01,101,5,7,1
2023-01-01,188,5,7,2
2023-01-01,98,5,8,1
2023-01-01,171,5,8,2
2023-01-01,98,5,9,1
2023-01-01,219,5,9,2
2023-01-01,62,5,10,1
2023-01-01,206,5,10,2
2023-01-01,66,5,11,1
2023-01-01,167,5,11,2
2023-01-01,42,5,12,1
2023-01-01,86,5,12,2
2023-01-01,32,5,13,1
2023-01-01,47,5,13,2
2023-01-01,22,5,14,1
2023-01-01,28,5,14,2
2023-01-01,26,5,15,1
2023-01-01,15,5,15,2
2023-01-01,15,5,16,1
2023-01-01,7,5,16,2
2023-01-01,15,5,17,1
2023-01-01,7,5,17,2
2023-01-01,10,5,18,1
2023-01-01,6,5,18,2
2023-01-01,..,5,19,1
2023-01-01,..,24,2,2
2023-01-01,..,24,3,2
2023-01-01,..,24,4,1
2023-01-01,..,24,4,2
2023-01-01,..,24,5,1
2023-01-01,..,24,5,2
2023-01-01,..,24,6,1
2023-01-01,..,24,6,2
2023-01-01,..,24,7,1
2023-01-01,..,24,7,2
2023-01-01,..,24,8,1
2023-01-01,..,24,8,2
2023-01-01,5,24,9,1
2023-01-01,6,24,9,2
2023-01-01,..,24,10,1
2023-01-01,..,24,10,2
2023-01-01,..,24,11,1
2023-01-01,..,24,11,2
2023-01-01,..,24,13,2
2023-01-01,..,24,14,1
2023-01-01,..,29,4,1
2023-01-01,..,34,2,2
2023-01-01,..,34,3,1
2023-01-01,..,34,3,2
2023-01-01,..,34,4,1
2023-01-01,..,34,4,2
2023-01-01,..,34,5,1
2023-01-01,..,34,5,2
2023-01-01,..,34,6,1
2023-01-01,..,34,6,2
2023-01-01,..,34,7,1
2023-01-01,..,34,9,1
2023-01-01,..,34,10,1
2023-01-01,..,34,11,1
2023-01-01,..,34,12,1
2023-01-01,..,38,4,1
2023-01-01,..,38,5,1
2023-01-01,..,38,5,2
2023-01-01,..,38,6,1
2023-01-01,..,38,6,2
2023-01-01,..,38,7,1
2023-01-01,..,38,7,2
2023-01-01,..,38,8,1
2023-01-01,5,38,9,1
2023-01-01,..,38,9,2
2023-01-01,..,38,10,1
2023-01-01,..,38,10,2
2023-01-01,..,38,11,2
2023-01-01,..,38,12,1
2023-01-01,..,38,14,1
2023-01-01,..,36,0,1
2023-01-01,..,36,0,2
2023-01-01,..,36,1,1
2023-01-01,..,36,1,2
2023-01-01,..,36,2,1
2023-01-01,..,36,2,2
2023-01-01,..,36,3,1
2023-01-01,..,36,3,2
2023-01-01,26,36,4,1
2023-01-01,18,36,4,2
2023-01-01,36,36,5,1
2023-01-01,38,36,5,2
2023-01-01,26,36,6,1
2023-01-01,29,36,6,2
2023-01-01,22,36,7,1
2023-01-01,34,36,7,2
2023-01-01,18,36,8,1
2023-01-01,25,36,8,2
2023-01-01,13,36,9,1
2023-01-01,26,36,9,2
2023-01-01,12,36,10,1
2023-01-01,17,36,10,2
2023-01-01,..,36,11,1
2023-01-01,7,36,11,2
2023-01-01,..,36,12,1
2023-01-01,..,36,12,2
2023-01-01,..,36,13,1
2023-01-01,8,36,13,2
2023-01-01,..,36,14,1
2023-01-01,8,36,14,2
2023-01-01,..,36,15,1
2023-01-01,..,36,15,2
2023-01-01,..,36,16,2
2023-01-01,..,36,17,1
2023-01-01,..,40,5,2
2023-01-01,..,41,1,1
2023-01-01,7,41,3,1
2023-01-01,7,41,3,2
2023-01-01,5,41,4,1
2023-01-01,6,41,4,2
2023-01-01,5,41,5,1
2023-01-01,8,41,5,2
2023-01-01,6,41,6,1
2023-01-01,6,41,6,2
2023-01-01,..,41,7,1
2023-01-01,6,41,7,2
2023-01-01,6,41,8,1
2023-01-01,5,41,8,2
2023-01-01,5,41,9,1
2023-01-01,8,41,9,2
2023-01-01,..,41,10,1
2023-01-01,7,41,10,2
2023-01-01,..,41,11,1
2023-01-01,6,41,11,2
2023-01-01,..,41,12,1
2023-01-01,..,41,12,2
2023-01-01,..,41,13,2
2023-01-01,..,41,14,1
2023-01-01,..,41,15,1
2023-01-01,..,41,15,2
2023-01-01,..,41,19,1
2023-01-01,..,44,0,1
2023-01-01,..,44,0,2
2023-01-01,..,44,1,1
2023-01-01,..,44,1,2
2023-01-01,7,44,2,2
2023-01-01,..,44,3,1
2023-01-01,16,44,3,2
2023-01-01,6,44,4,1
2023-01-01,18,44,4,2
2023-01-01,9,44,5,1
2023-01-01,10,44,5,2
2023-01-01,11,44,6,1
2023-01-01,16,44,6,2
2023-01-01,6,44,7,1
2023-01-01,12,44,7,2
2023-01-01,5,44,8,1
2023-01-01,13,44,8,2
2023-01-01,5,44,9,1
2023-01-01,10,44,9,2
2023-01-01,..,44,10,1
2023-01-01,..,44,10,2
2023-01-01,..,44,11,1
2023-01-01,..,44,11,2
2023-01-01,..,44,12,1
2023-01-01,..,44,12,2
2023-01-01,..,49,5,2
2023-01-01,..,49,6,2
2023-01-01,..,49,7,1
2023-01-01,..,49,7,2
2023-01-01,..,49,8,1
2023-01-01,..,49,8,2
2023-01-01,..,49,9,1
2023-01-01,..,51,0,1
2023-01-01,5,51,0,2
2023-01-01,6,51,1,1
2023-01-01,8,51,1,2
2023-01-01,..,51,2,1
2023-01-01,11,51,2,2
2023-01-01,45,51,3,1
2023-01-01,72,51,3,2
2023-01-01,67,51,4,1
2023-01-01,126,51,4,2
2023-01-01,54,51,5,1
2023-01-01,88,51,5,2
2023-01-01,38,51,6,1
2023-01-01,95,51,6,2
2023-01-01,24,51,7,1
2023-01-01,64,51,7,2
2023-01-01,21,51,8,1
2023-01-01,56,51,8,2
2023-01-01,17,51,9,1
2023-01-01,43,51,9,2
2023-01-01,12,51,10,1
2023-01-01,34,51,10,2
2023-01-01,20,51,11,1
2023-01-01,28,51,11,2
2023-01-01,9,51,12,1
2023-01-01,26,51,12,2
2023-01-01,8,51,13,1
2023-01-01,19,51,13,2
2023-01-01,7,51,14,1
2023-01-01,10,51,14,2
2023-01-01,..,51,15,1
2023-01-01,9,51,15,2
2023-01-01,..,51,16,1
2023-01-01,..,51,16,2
2023-01-01,..,51,17,1
2023-01-01,..,51,17,2
2023-01-01,..,51,18,2
2023-01-01,..,51,19,2
2023-01-01,..,62,0,1
2023-01-01,11,62,1,1
2023-01-01,..,62,1,2
2023-01-01,25,62,2,1
2023-01-01,38,62,2,2
2023-01-01,55,62,3,1
2023-01-01,65,62,3,2
2023-01-01,30,62,4,1
2023-01-01,47,62,4,2
2023-01-01,16,62,5,1
2023-01-01,6,62,5,2
2023-01-01,5,62,6,1
2023-01-01,..,62,6,2
2023-01-01,7,62,7,1
2023-01-01,..,62,7,2
2023-01-01,..,62,8,1
2023-01-01,7,62,8,2
2023-01-01,..,62,9,1
2023-01-01,7,62,9,2
2023-01-01,..,62,10,1
2023-01-01,..,62,10,2
2023-01-01,..,62,11,1
2023-01-01,..,62,11,2
2023-01-01,..,62,12,1
2023-01-01,..,62,12,2
2023-01-01,..,62,13,2
2023-01-01,..,62,14,2
2023-01-01,..,62,15,2
2023-01-01,..,62,16,1
2023-01-01,..,62,16,2
2023-01-01,..,62,17,2
2023-01-01,..,62,19,2
2023-01-01,..,68,4,1
2023-01-01,..,68,4,2
2023-01-01,..,68,5,1
2023-01-01,..,68,5,2
2023-01-01,..,68,6,1
2023-01-01,..,68,6,2
2023-01-01,..,68,7,2
2023-01-01,..,68,8,1
2023-01-01,..,68,10,2
2023-01-01,..,69,1,1
2023-01-01,..,69,1,2
2023-01-01,..,69,2,1
2023-01-01,..,69,2,2
2023-01-01,..,69,3,1
2023-01-01,99,69,3,2
2023-01-01,7,69,4,1
2023-01-01,55,69,4,2
2023-01-01,6,69,5,1
2023-01-01,45,69,5,2
2023-01-01,11,69,6,1
2023-01-01,34,69,6,2
2023-01-01,..,69,7,1
2023-01-01,30,69,7,2
2023-01-01,5,69,8,1
2023-01-01,40,69,8,2
2023-01-01,..,69,9,1
2023-01-01,19,69,9,2
2023-01-01,..,69,10,1
2023-01-01,12,69,10,2
2023-01-01,..,69,11,1
2023-01-01,6,69,11,2
2023-01-01,5,69,12,2
2023-01-01,6,69,13,2
2023-01-01,..,69,14,2
2023-01-01,..,69,15,1
2023-01-01,..,69,15,2
2023-01-01,..,71,0,1
2023-01-01,..,71,0,2
2023-01-01,..,71,1,1
2023-01-01,9,71,2,1
2023-01-01,11,71,2,2
2023-01-01,5,71,3,1
2023-01-01,20,71,3,2
2023-01-01,6,71,4,1
2023-01-01,74,71,4,2
2023-01-01,16,71,5,1
2023-01-01,48,71,5,2
2023-01-01,17,71,6,1
2023-01-01,62,71,6,2
2023-01-01,20,71,7,1
2023-01-01,44,71,7,2
2023-01-01,14,71,8,1
2023-01-01,52,71,8,2
2023-01-01,12,71,9,1
2023-01-01,59,71,9,2
2023-01-01,..,71,10,1
2023-01-01,28,71,10,2
2023-01-01,5,71,11,1
2023-01-01,23,71,11,2
2023-01-01,..,71,12,1
2023-01-01,7,71,12,2
2023-01-01,..,71,13,1
2023-01-01,5,71,13,2
2023-01-01,..,71,14,1
2023-01-01,6,71,14,2
2023-01-01,..,71,15,1
2023-01-01,..,81,0,1
2023-01-01,..,81,0,2
2023-01-01,..,81,1,2
2023-01-01,..,81,2,1
2023-01-01,..,81,2,2
2023-01-01,5,81,3,1
2023-01-01,19,81,3,2
2023-01-01,11,81,4,1
2023-01-01,73,81,4,2
2023-01-01,18,81,5,1
2023-01-01,33,81,5,2
2023-01-01,24,81,6,1
2023-01-01,31,81,6,2
2023-01-01,24,81,7,1
2023-01-01,28,81,7,2
2023-01-01,22,81,8,1
2023-01-01,28,81,8,2
2023-01-01,25,81,9,1
2023-01-01,20,81,9,2
2023-01-01,24,81,10,1
2023-01-01,19,81,10,2
